step,train_loss,eval_loss,lr,gate_fft,gate_mem,time,train_loss
42,43.07759094,,1.64E-05,-0.000073,0.000045,Tue Apr 14 19:03:07 2026,5.384698868
43,42.86170959,,1.68E-05,-0.000074,0.000049,Tue Apr 14 19:04:21 2026,5.357713699
44,43.49648666,,1.72E-05,-0.000076,0.000054,Tue Apr 14 19:04:41 2026,5.437060833
45,42.97275543,,1.76E-05,-0.000077,0.000058,Tue Apr 14 19:05:01 2026,5.371594429
46,42.91262817,,1.80E-05,-0.000078,0.000064,Tue Apr 14 19:05:21 2026,5.364078522
47,42.78020477,,1.84E-05,-0.000079,0.000069,Tue Apr 14 19:05:41 2026,5.347525597
48,43.05980682,,1.88E-05,-0.000079,0.000076,Tue Apr 14 19:06:02 2026,5.382475853
49,42.54021454,,1.92E-05,-0.00008,0.000082,Tue Apr 14 19:07:21 2026,5.317526817
50,42.99968338,,1.96E-05,-0.000081,0.000089,Tue Apr 14 19:07:42 2026,5.374960423
51,42.55162811,,2.00E-05,-0.000081,0.000095,Tue Apr 14 19:08:01 2026,5.318953514
52,42.53320313,,2.04E-05,-0.000082,0.000102,Tue Apr 14 19:08:22 2026,5.316650391
53,42.85763168,,2.08E-05,-0.000083,0.000109,Tue Apr 14 19:08:42 2026,5.35720396
54,42.65724564,,2.12E-05,-0.000084,0.000115,Tue Apr 14 19:09:02 2026,5.332155704
55,41.4031868,,2.16E-05,-0.000085,0.000123,Tue Apr 14 19:09:43 2026,5.17539835
56,42.63031006,,2.20E-05,-0.000085,0.000132,Tue Apr 14 19:11:04 2026,5.328788757
57,42.2712326,,2.24E-05,-0.000086,0.00014,Tue Apr 14 19:11:24 2026,5.283904076
58,42.75066376,,2.28E-05,-0.000086,0.000148,Tue Apr 14 19:11:44 2026,5.34383297
59,42.01220703,,2.32E-05,-0.000087,0.000156,Tue Apr 14 19:12:04 2026,5.251525879
60,42.81267548,,2.36E-05,-0.000087,0.000166,Tue Apr 14 19:12:25 2026,5.351584435
61,42.51543427,,2.40E-05,-0.000088,0.000176,Tue Apr 14 19:12:45 2026,5.314429283
62,42.49850464,,2.44E-05,-0.000089,0.000186,Tue Apr 14 19:14:01 2026,5.31231308
63,42.56499481,,2.48E-05,-0.00009,0.000196,Tue Apr 14 19:14:30 2026,5.320624352
64,42.07355881,,2.52E-05,-0.00009,0.000206,Tue Apr 14 19:14:50 2026,5.259194851
65,41.75868988,,2.56E-05,-0.00009,0.000216,Tue Apr 14 19:15:10 2026,5.219836235
66,42.00454712,,2.60E-05,-0.00009,0.000227,Tue Apr 14 19:15:30 2026,5.25056839
67,42.70233536,,2.64E-05,-0.000092,0.000237,Tue Apr 14 19:15:50 2026,5.33779192
68,42.26497269,,2.68E-05,-0.000092,0.000249,Tue Apr 14 19:16:21 2026,5.283121586
69,42.05225372,,2.72E-05,-0.000093,0.00026,Tue Apr 14 19:17:44 2026,5.256531715
70,41.75007248,,2.76E-05,-0.000093,0.000272,Tue Apr 14 19:18:04 2026,5.21875906
71,41.3381691,,2.80E-05,-0.000094,0.000284,Tue Apr 14 19:18:24 2026,5.167271137
72,40.32728577,,2.84E-05,-0.000095,0.000296,Tue Apr 14 19:18:45 2026,5.040910721
73,41.10644913,,2.88E-05,-0.000095,0.00031,Tue Apr 14 19:19:04 2026,5.138306141
74,41.10362244,,2.92E-05,-0.000096,0.000324,Tue Apr 14 19:19:24 2026,5.137952805
75,41.00353241,,2.96E-05,-0.000097,0.000338,Tue Apr 14 19:20:35 2026,5.125441551
76,40.63312531,,3.00E-05,-0.000097,0.000352,Tue Apr 14 19:21:15 2026,5.079140663
77,39.87744522,,3.04E-05,-0.000098,0.000366,Tue Apr 14 19:21:35 2026,4.984680653
78,40.21334839,,3.08E-05,-0.000097,0.000381,Tue Apr 14 19:21:54 2026,5.026668549
79,39.47621536,,3.12E-05,-0.000097,0.000397,Tue Apr 14 19:22:15 2026,4.93452692
80,40.13132095,,3.16E-05,-0.000096,0.000412,Tue Apr 14 19:22:35 2026,5.016415119
81,39.44914246,,3.20E-05,-0.000095,0.000429,Tue Apr 14 19:23:05 2026,4.931142807
82,38.99554443,,3.24E-05,-0.000095,0.000445,Tue Apr 14 19:24:26 2026,4.874443054
83,39.33330917,,3.28E-05,-0.000094,0.000462,Tue Apr 14 19:24:48 2026,4.916663647
84,39.14070129,,3.32E-05,-0.000093,0.000478,Tue Apr 14 19:25:11 2026,4.892587662
85,38.4093399,,3.36E-05,-0.000093,0.000496,Tue Apr 14 19:25:34 2026,4.801167488
86,38.50811386,,3.40E-05,-0.000092,0.000515,Tue Apr 14 19:25:57 2026,4.813514233
87,38.29388428,,3.44E-05,-0.000092,0.000534,Tue Apr 14 19:26:20 2026,4.786735535
88,37.91415024,,3.48E-05,-0.000091,0.000554,Tue Apr 14 19:26:42 2026,4.73926878
89,38.49790955,,3.52E-05,-0.00009,0.000573,Tue Apr 14 19:28:08 2026,4.812238693
90,38.21239471,,3.56E-05,-0.00009,0.000593,Tue Apr 14 19:28:31 2026,4.776549339
91,37.09860229,,3.60E-05,-0.000089,0.000614,Tue Apr 14 19:28:53 2026,4.637325287
92,55.7649765,,3.64E-05,-0.000088,0.000635,Tue Apr 14 19:29:28 2026,6.970622063
93,37.17499161,,3.68E-05,-0.000087,0.000656,Tue Apr 14 19:29:51 2026,4.646873951
94,36.66585159,,3.72E-05,-0.000086,0.000677,Tue Apr 14 19:30:13 2026,4.583231449
95,36.07071686,,3.76E-05,-0.000083,0.000698,Tue Apr 14 19:30:36 2026,4.508839607
96,36.69494629,,3.80E-05,-0.000079,0.000719,Tue Apr 14 19:31:00 2026,4.586868286
97,35.56869125,,3.84E-05,-0.000077,0.00074,Tue Apr 14 19:31:23 2026,4.446086407
98,36.26586914,,3.88E-05,-0.000074,0.000764,Tue Apr 14 19:31:46 2026,4.533233643
99,35.39943695,,3.92E-05,-0.000072,0.000787,Tue Apr 14 19:32:09 2026,4.424929619
100,35.1604538,,3.96E-05,-0.000069,0.000811,Tue Apr 14 19:32:32 2026,4.395056725
100,,4.351402283,,-0.000069,0.000811,Tue Apr 14 19:32:53 2026,
101,34.7309761,,4.00E-05,-0.000067,0.000834,Tue Apr 14 19:33:18 2026,4.341372013
102,34.38106155,,4.04E-05,-0.000065,0.000858,Tue Apr 14 19:33:42 2026,4.297632694
103,33.48316193,,4.08E-05,-0.000063,0.000884,Tue Apr 14 19:34:04 2026,4.185395241
104,33.71555328,,4.12E-05,-0.000061,0.00091,Tue Apr 14 19:34:28 2026,4.21444416
105,32.75875092,,4.16E-05,-0.000058,0.000937,Tue Apr 14 19:35:39 2026,4.094843864
106,32.48541641,,4.20E-05,-0.000056,0.000966,Tue Apr 14 19:36:56 2026,4.060677052
107,32.08948517,,4.24E-05,-0.000053,0.000995,Tue Apr 14 19:37:18 2026,4.011185646
108,32.24562836,,4.28E-05,-0.000051,0.001024,Tue Apr 14 19:37:41 2026,4.030703545
109,31.17938614,,4.32E-05,-0.000048,0.001052,Tue Apr 14 19:38:03 2026,3.897423267
110,30.97822571,,4.36E-05,-0.000046,0.001081,Tue Apr 14 19:38:26 2026,3.872278214
111,31.03411293,,4.40E-05,-0.000043,0.001113,Tue Apr 14 19:38:48 2026,3.879264116
112,29.76471519,,4.44E-05,-0.000041,0.001145,Tue Apr 14 19:39:11 2026,3.720589399
113,29.90536499,,4.48E-05,-0.000038,0.001177,Tue Apr 14 19:39:34 2026,3.738170624
114,29.26357079,,4.52E-05,-0.000036,0.001209,Tue Apr 14 19:39:56 2026,3.657946348
115,29.67137909,,4.56E-05,-0.000033,0.00124,Tue Apr 14 19:40:19 2026,3.708922386
116,28.52280235,,4.60E-05,-0.000031,0.001275,Tue Apr 14 19:40:42 2026,3.565350294
117,29.27414894,,4.64E-05,-0.000028,0.001308,Tue Apr 14 19:41:05 2026,3.659268618
118,28.50885391,,4.68E-05,-0.000025,0.001346,Tue Apr 14 19:41:28 2026,3.563606739
119,28.74935341,,4.72E-05,-0.000023,0.001389,Tue Apr 14 19:41:51 2026,3.593669176
120,28.23797607,,4.76E-05,-0.00002,0.001432,Tue Apr 14 19:42:13 2026,3.529747009
121,27.47384834,,4.80E-05,-0.000017,0.001476,Tue Apr 14 19:42:36 2026,3.434231043
122,27.29668999,,4.84E-05,-0.000014,0.001516,Tue Apr 14 19:42:59 2026,3.412086248
123,27.47060585,,4.88E-05,-0.000012,0.001556,Tue Apr 14 19:43:22 2026,3.433825731
124,27.07648849,,4.92E-05,-0.000014,0.001596,Tue Apr 14 19:43:46 2026,3.384561062
125,27.12723923,,4.96E-05,-0.000016,0.001637,Tue Apr 14 19:44:09 2026,3.390904903
126,27.47425079,,5.00E-05,-0.000018,0.00168,Tue Apr 14 19:44:32 2026,3.434281349
127,25.97293091,,5.04E-05,-0.000022,0.001724,Tue Apr 14 19:44:54 2026,3.246616364
128,28.28072357,,5.08E-05,-0.000025,0.001767,Tue Apr 14 19:45:18 2026,3.535090446
129,25.7975502,,5.12E-05,-0.000025,0.001805,Tue Apr 14 19:46:51 2026,3.224693775
130,25.68206215,,5.16E-05,-0.000027,0.001846,Tue Apr 14 19:47:14 2026,3.210257769
131,26.10082626,,5.20E-05,-0.000028,0.001886,Tue Apr 14 19:47:36 2026,3.262603283
132,26.21187782,,5.24E-05,-0.000029,0.001921,Tue Apr 14 19:47:59 2026,3.276484728
133,25.70793343,,5.28E-05,-0.000031,0.001956,Tue Apr 14 19:48:22 2026,3.213491678
134,25.72221184,,5.32E-05,-0.000034,0.001992,Tue Apr 14 19:48:44 2026,3.21527648
135,26.1295948,,5.36E-05,-0.000038,0.002028,Tue Apr 14 19:49:07 2026,3.26619935
136,24.99040794,,5.40E-05,-0.000042,0.002064,Tue Apr 14 19:50:30 2026,3.123800993
137,24.91511345,,5.44E-05,-0.000047,0.002101,Tue Apr 14 19:51:06 2026,3.114389181
138,24.83808517,,5.48E-05,-0.000053,0.002137,Tue Apr 14 19:51:29 2026,3.104760647
139,25.05438614,,5.52E-05,-0.00006,0.002168,Tue Apr 14 19:51:52 2026,3.131798267
140,24.64103889,,5.56E-05,-0.000067,0.002199,Tue Apr 14 19:52:14 2026,3.080129862
141,24.69552612,,5.60E-05,-0.000075,0.002229,Tue Apr 14 19:52:37 2026,3.086940765
142,24.62610626,,5.64E-05,-0.000086,0.00226,Tue Apr 14 19:53:00 2026,3.078263283
143,23.98175049,,5.68E-05,-0.000097,0.002289,Tue Apr 14 19:53:23 2026,2.997718811
144,24.35032272,,5.72E-05,-0.000109,0.002319,Tue Apr 14 19:53:46 2026,3.04379034
145,23.92622757,,5.76E-05,-0.000123,0.002344,Tue Apr 14 19:54:09 2026,2.990778446
146,24.29890442,,5.80E-05,-0.00014,0.002371,Tue Apr 14 19:54:32 2026,3.037363052
147,24.00421333,,5.84E-05,-0.000158,0.002399,Tue Apr 14 19:54:54 2026,3.000526667
148,23.9422493,,5.88E-05,-0.000174,0.002423,Tue Apr 14 19:55:17 2026,2.992781162
149,24.51932144,,5.92E-05,-0.000191,0.002447,Tue Apr 14 19:55:41 2026,3.06491518
150,24.31086922,,5.96E-05,-0.000209,0.00247,Tue Apr 14 19:56:05 2026,3.038858652
151,24.8567276,,6.00E-05,-0.000228,0.002493,Tue Apr 14 19:56:28 2026,3.10709095
152,23.36333275,,6.04E-05,-0.000245,0.002515,Tue Apr 14 19:56:51 2026,2.920416594
153,24.60451317,,6.08E-05,-0.000264,0.002534,Tue Apr 14 19:57:14 2026,3.075564146
154,23.81214142,,6.12E-05,-0.000284,0.002551,Tue Apr 14 19:58:26 2026,2.976517677
155,23.62291145,,6.16E-05,-0.000303,0.002562,Tue Apr 14 19:58:55 2026,2.952863932
156,23.12731361,,6.20E-05,-0.000323,0.002576,Tue Apr 14 19:59:18 2026,2.890914202
157,23.65438271,,6.24E-05,-0.000345,0.002584,Tue Apr 14 19:59:41 2026,2.956797838
158,24.93964767,,6.28E-05,-0.000367,0.00258,Tue Apr 14 20:00:03 2026,3.117455959
159,24.14023972,,6.32E-05,-0.000397,0.00257,Tue Apr 14 20:00:28 2026,3.017529964
160,23.75438881,,6.36E-05,-0.000426,0.00256,Tue Apr 14 20:00:55 2026,2.969298601
161,24.11943626,,6.40E-05,-0.000455,0.002543,Tue Apr 14 20:02:18 2026,3.014929533
162,23.10546494,,6.44E-05,-0.000487,0.002524,Tue Apr 14 20:03:19 2026,2.888183117
163,22.30037308,,6.48E-05,-0.000519,0.002502,Tue Apr 14 20:03:42 2026,2.787546635
164,23.04924774,,6.52E-05,-0.000551,0.002481,Tue Apr 14 20:04:04 2026,2.881155968
165,23.10503578,,6.56E-05,-0.000582,0.002458,Tue Apr 14 20:04:27 2026,2.888129473
166,23.1467514,,6.60E-05,-0.000615,0.002434,Tue Apr 14 20:04:49 2026,2.893343925
167,23.0389061,,6.64E-05,-0.000648,0.00241,Tue Apr 14 20:05:12 2026,2.879863262
168,22.2642746,,6.68E-05,-0.00068,0.002385,Tue Apr 14 20:05:34 2026,2.783034325
169,23.04231453,,6.72E-05,-0.000712,0.002356,Tue Apr 14 20:05:57 2026,2.880289316
170,22.34740639,,6.76E-05,-0.000741,0.002321,Tue Apr 14 20:06:20 2026,2.793425798
171,22.7061615,,6.80E-05,-0.000771,0.00228,Tue Apr 14 20:06:42 2026,2.838270187
172,22.60190773,,6.84E-05,-0.0008,0.002238,Tue Apr 14 20:07:05 2026,2.825238466
173,21.93971634,,6.88E-05,-0.000825,0.002204,Tue Apr 14 20:07:28 2026,2.742464542
174,22.94368362,,6.92E-05,-0.000851,0.002159,Tue Apr 14 20:07:50 2026,2.867960453
175,23.17710114,,6.96E-05,-0.000876,0.00211,Tue Apr 14 20:08:13 2026,2.897137642
176,22.51577568,,7.00E-05,-0.000899,0.002056,Tue Apr 14 20:08:36 2026,2.81447196
177,22.42519951,,7.04E-05,-0.000918,0.002004,Tue Apr 14 20:08:58 2026,2.803149939
178,22.564888,,7.08E-05,-0.000928,0.001951,Tue Apr 14 20:09:21 2026,2.820611
179,22.45977402,,7.12E-05,-0.000935,0.00191,Tue Apr 14 20:09:44 2026,2.807471752
180,23.20612144,,7.16E-05,-0.000928,0.001856,Tue Apr 14 20:10:06 2026,2.900765181
181,23.29765129,,7.20E-05,-0.000924,0.001803,Tue Apr 14 20:10:29 2026,2.912206411
182,22.25080109,,7.24E-05,-0.000922,0.001737,Tue Apr 14 20:10:51 2026,2.781350136
183,33.28460312,,7.28E-05,-0.000922,0.001668,Tue Apr 14 20:11:27 2026,4.16057539
184,22.38206482,,7.32E-05,-0.000919,0.001597,Tue Apr 14 20:11:50 2026,2.797758102
185,22.37317085,,7.36E-05,-0.000914,0.001521,Tue Apr 14 20:12:12 2026,2.796646357
186,21.75794983,,7.40E-05,-0.000916,0.001427,Tue Apr 14 20:12:35 2026,2.719743729
187,22.62080956,,7.44E-05,-0.00091,0.001335,Tue Apr 14 20:12:58 2026,2.827601194
188,22.0947361,,7.48E-05,-0.000905,0.001251,Tue Apr 14 20:13:20 2026,2.761842012
189,22.90924072,,7.52E-05,-0.0009,0.001175,Tue Apr 14 20:13:43 2026,2.86365509
190,22.3813343,,7.56E-05,-0.000893,0.001114,Tue Apr 14 20:14:06 2026,2.797666788
191,22.49740601,,7.60E-05,-0.000885,0.001048,Tue Apr 14 20:14:28 2026,2.812175751
192,22.51420403,,7.64E-05,-0.000875,0.000956,Tue Apr 14 20:14:51 2026,2.814275503
193,22.63389206,,7.68E-05,-0.00087,0.00088,Tue Apr 14 20:15:14 2026,2.829236507
194,22.32470703,,7.72E-05,-0.000867,0.000799,Tue Apr 14 20:15:36 2026,2.790588379
195,22.71823692,,7.76E-05,-0.000862,0.000743,Tue Apr 14 20:15:59 2026,2.839779615
196,21.92326355,,7.80E-05,-0.000857,0.000687,Tue Apr 14 20:16:21 2026,2.740407944
197,21.7799511,,7.84E-05,-0.000857,0.000631,Tue Apr 14 20:16:44 2026,2.722493887
198,21.99158478,,7.88E-05,-0.000857,0.00059,Tue Apr 14 20:17:07 2026,2.748948097
199,22.02649498,,7.92E-05,-0.000857,0.000549,Tue Apr 14 20:17:30 2026,2.753311872
200,21.82861328,,7.96E-05,-0.000857,0.000504,Tue Apr 14 20:17:53 2026,2.72857666
200,,2.800741196,,-0.000857,0.000504,Tue Apr 14 20:18:14 2026,
201,21.94924736,,8.00E-05,-0.00086,0.000458,Tue Apr 14 20:19:30 2026,2.74365592
202,22.35615349,,8.04E-05,-0.000862,0.000402,Tue Apr 14 20:19:53 2026,2.794519186
203,21.72180176,,8.08E-05,-0.000865,0.000341,Tue Apr 14 20:20:15 2026,2.71522522
204,21.95524025,,8.12E-05,-0.000865,0.000285,Tue Apr 14 20:20:42 2026,2.744405031
205,21.61933327,,8.16E-05,-0.000867,0.000234,Tue Apr 14 20:21:08 2026,2.702416658
206,22.16919708,,8.20E-05,-0.00087,0.000183,Tue Apr 14 20:21:32 2026,2.771149635
207,21.42847061,,8.24E-05,-0.00087,0.000132,Tue Apr 14 20:21:55 2026,2.678558826
208,22.62610626,,8.28E-05,-0.000865,0.000117,Tue Apr 14 20:22:18 2026,2.828263283
209,22.06369019,,8.32E-05,-0.000862,0.000071,Tue Apr 14 20:22:42 2026,2.757961273
210,22.50330734,,8.36E-05,-0.000857,0.000025,Tue Apr 14 20:24:01 2026,2.812913418
211,22.31102943,,8.40E-05,-0.000854,-0.000025,Tue Apr 14 20:24:53 2026,2.788878679
212,21.91695213,,8.44E-05,-0.000854,-0.000066,Tue Apr 14 20:25:16 2026,2.739619017
213,21.91287231,,8.48E-05,-0.000854,-0.000122,Tue Apr 14 20:25:38 2026,2.739109039
214,22.32770729,,8.52E-05,-0.000854,-0.000188,Tue Apr 14 20:26:00 2026,2.790963411
215,22.05477524,,8.56E-05,-0.000852,-0.000234,Tue Apr 14 20:26:23 2026,2.756846905
216,22.34352875,,8.60E-05,-0.000852,-0.000285,Tue Apr 14 20:26:46 2026,2.792941093
217,22.98639107,,8.64E-05,-0.000852,-0.000326,Tue Apr 14 20:28:08 2026,2.873298883
218,21.50397873,,8.68E-05,-0.000849,-0.000346,Tue Apr 14 20:28:31 2026,2.687997341
219,23.97087669,,8.72E-05,-0.000844,-0.000356,Tue Apr 14 20:28:53 2026,2.996359587
220,21.63572311,,8.76E-05,-0.000839,-0.000366,Tue Apr 14 20:29:15 2026,2.704465389
221,21.55878258,,8.80E-05,-0.000842,-0.000376,Tue Apr 14 20:29:38 2026,2.694847822
222,22.23772812,,8.84E-05,-0.000842,-0.000417,Tue Apr 14 20:30:00 2026,2.779716015
223,22.52991295,,8.88E-05,-0.000844,-0.000473,Tue Apr 14 20:30:23 2026,2.816239119
224,22.12262917,,8.92E-05,-0.000852,-0.000529,Tue Apr 14 20:30:46 2026,2.765328646
225,22.25144958,,8.96E-05,-0.000857,-0.00058,Tue Apr 14 20:31:08 2026,2.781431198
226,22.67585373,,9.00E-05,-0.00086,-0.00061,Tue Apr 14 20:31:31 2026,2.834481716
227,21.61170197,,9.04E-05,-0.000862,-0.000631,Tue Apr 14 20:31:54 2026,2.701462746
228,21.66477203,,9.08E-05,-0.000865,-0.000651,Tue Apr 14 20:32:16 2026,2.708096504
229,21.76192474,,9.12E-05,-0.000862,-0.000671,Tue Apr 14 20:32:39 2026,2.720240593
230,22.01296043,,9.16E-05,-0.000857,-0.000676,Tue Apr 14 20:33:01 2026,2.751620054
231,21.7203331,,9.20E-05,-0.000849,-0.000682,Tue Apr 14 20:33:24 2026,2.715041637
232,21.77160263,,9.24E-05,-0.000847,-0.000687,Tue Apr 14 20:33:47 2026,2.721450329
233,21.85608864,,9.28E-05,-0.000847,-0.000717,Tue Apr 14 20:34:09 2026,2.73201108
234,21.25053406,,9.32E-05,-0.000849,-0.000748,Tue Apr 14 20:34:32 2026,2.656316757
235,21.65564728,,9.36E-05,-0.000852,-0.000793,Tue Apr 14 20:34:54 2026,2.70695591
236,21.28429031,,9.40E-05,-0.000854,-0.000829,Tue Apr 14 20:35:17 2026,2.660536289
237,22.07423019,,9.44E-05,-0.000849,-0.000844,Tue Apr 14 20:35:40 2026,2.759278774
238,21.60322762,,9.48E-05,-0.000849,-0.000854,Tue Apr 14 20:36:02 2026,2.700403452
239,21.65469933,,9.52E-05,-0.000844,-0.000854,Tue Apr 14 20:36:25 2026,2.706837416
240,22.3243866,,9.56E-05,-0.000842,-0.000854,Tue Apr 14 20:36:47 2026,2.790548325
241,22.26319885,,9.60E-05,-0.000842,-0.000865,Tue Apr 14 20:37:10 2026,2.782899857
242,22.80417633,,9.64E-05,-0.000839,-0.00088,Tue Apr 14 20:37:33 2026,2.850522041
243,21.23950195,,9.68E-05,-0.000847,-0.00089,Tue Apr 14 20:37:55 2026,2.654937744
244,22.56873131,,9.72E-05,-0.000854,-0.0009,Tue Apr 14 20:38:18 2026,2.821091413
245,21.82178497,,9.76E-05,-0.000867,-0.000916,Tue Apr 14 20:38:40 2026,2.727723122
246,21.70176697,,9.80E-05,-0.00088,-0.000936,Tue Apr 14 20:39:03 2026,2.712720871
247,21.24523163,,9.84E-05,-0.000893,-0.000956,Tue Apr 14 20:39:26 2026,2.655653954
248,21.9137764,,9.88E-05,-0.0009,-0.000966,Tue Apr 14 20:39:48 2026,2.73922205
249,23.33939362,,9.92E-05,-0.000903,-0.000966,Tue Apr 14 20:40:11 2026,2.917424202
250,22.51208496,,9.96E-05,-0.000903,-0.000977,Tue Apr 14 20:40:34 2026,2.81401062
251,22.12203217,,0.0001,-0.000903,-0.000987,Tue Apr 14 20:40:56 2026,2.765254021
252,22.47546577,,1.00E-04,-0.000905,-0.000997,Tue Apr 14 20:41:19 2026,2.809433222
253,21.59095955,,1.00E-04,-0.000908,-0.001007,Tue Apr 14 20:41:42 2026,2.698869944
254,20.83598328,,1.00E-04,-0.000913,-0.001017,Tue Apr 14 20:42:04 2026,2.60449791
255,21.56841278,,1.00E-04,-0.000918,-0.001022,Tue Apr 14 20:42:27 2026,2.696051598
256,21.69242668,,1.00E-04,-0.000923,-0.001027,Tue Apr 14 20:42:49 2026,2.711553335
257,21.80922127,,1.00E-04,-0.000926,-0.001033,Tue Apr 14 20:43:12 2026,2.726152658
258,21.77363396,,1.00E-04,-0.000933,-0.001043,Tue Apr 14 20:43:35 2026,2.721704245
259,20.96916389,,1.00E-04,-0.000944,-0.001043,Tue Apr 14 20:43:57 2026,2.621145487
260,21.83259392,,1.00E-04,-0.000951,-0.001058,Tue Apr 14 20:44:20 2026,2.72907424
261,21.11548805,,1.00E-04,-0.000959,-0.001073,Tue Apr 14 20:44:43 2026,2.639436007
262,21.50720787,,1.00E-04,-0.000964,-0.001088,Tue Apr 14 20:45:07 2026,2.688400984
263,21.53023338,,1.00E-04,-0.000969,-0.001104,Tue Apr 14 20:45:30 2026,2.691279173
264,20.86129951,,1.00E-04,-0.000971,-0.001114,Tue Apr 14 20:45:53 2026,2.607662439
